Gene	GFP-1	GFP-2	GFP-3	GFP-4	GFP-5	GFP-6	GFP-7	GFP-8	GFP-9	GFP-10	GFP-11	GFP-12	HER2-1	HER2-2	HER2-3	HER2-5	HER2-6
GPR89A	580.9961	681.2109	677.1248	395.0192	414.4838	313.0102	643.1527	615.8939	443.6527	654.5733	654.5733	497.6923	700.9705	352.3967	308.4336	523.1878	346.6815
GPR6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LGALS9C	54.9159	29.8776	36.8404	44.0717	39.6246	47.4184	21.2192	32.1229	28.8263	11.1459	11.1459	31.9309	10.5169	24.7934	24.0061	9.8253	7.1577
RABEP2	311.7723	304.7619	308.0569	353.3931	393.1178	336.8338	252.4631	326.8156	322.1557	328.8053	328.8053	320.2512	295.3586	471.0744	358.4666	515.2838	373.5119
PALM	81.5006	58.5034	88.4676	88.3483	177.2680	145.5253	65.2709	69.8324	52.6946	71.0554	71.0554	73.7834	58.0169	41.3223	76.1615	26.2009	63.9881
DNMBP	726.8952	755.1020	773.7283	713.0986	732.8780	774.4562	788.0172	771.5503	746.8024	833.0338	833.0338	711.1460	770.0422	429.7521	772.6326	436.6812	733.4970
HSBP1L1	190.1682	155.1020	189.5735	201.0243	260.6882	179.8627	181.0345	178.7709	198.8024	197.8405	197.8405	213.5008	145.5696	123.9669	190.9114	126.6376	166.6667
PITPNA	2011.6429	1919.7279	1652.4487	1824.5839	2125.1303	1973.5847	1815.2709	1715.0838	1770.0599	1698.3629	1698.3629	1974.8823	1587.5527	1223.1405	1867.4791	1082.9694	1882.4405
NCRNA00095	148.7710	149.6599	153.2385	189.5006	151.1992	142.2551	188.4236	195.5307	183.2335	144.8972	144.8972	136.5777	174.0506	24.7934	161.4623	39.3013	188.9881
VASN	346.7012	461.2245	573.4597	562.0999	545.3597	549.3989	379.3103	423.1844	537.7246	675.7227	675.7227	510.2041	584.3882	90.9091	708.8093	82.9694	638.3929
TMEM37	6.4683	2.7211	3.1596	1.2804	4.1710	0.0000	3.6946	4.1899	1.1976	5.5730	5.5730	1.5699	2.1097	0.0000	2.0310	0.0000	4.4643
B3GNT4	51.7464	39.4558	31.5956	40.9731	23.9833	37.6077	36.9458	37.7095	29.9401	45.9770	45.9770	25.1177	46.4135	0.0000	36.5575	0.0000	29.7619
C3orf70	7.7620	4.0816	9.4787	7.6825	11.4703	4.9053	3.6946	1.3966	7.1856	1.3932	1.3932	3.1397	12.6582	8.2645	13.2013	0.0000	4.4643
PPP1CB	5339.8189	4680.0000	4875.6240	4906.9270	5651.3034	5500.7419	4387.1921	4831.0754	4206.0838	3979.9652	3979.9652	4773.9403	4776.9726	2124.9587	4593.2470	2448.1659	4524.4940
HIST2H2AC	0.0000	0.0000	2.0379	0.0000	1.3452	0.0000	3.0911	0.0000	0.0000	1.9645	1.9645	0.0000	2.6688	0.0000	2.6606	0.0000	0.0000
PDE7B	0.0000	0.0000	0.0000	1.2804	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0549	0.0000	0.0000	0.0000	0.0000
KHDRBS1	2291.0737	2148.2993	2298.5782	2396.9270	2351.4077	2233.5681	2093.5961	2374.3017	2176.0479	2135.8412	2135.8412	2287.2841	2476.7932	1818.1818	2343.7421	1951.9651	2282.7381
SH3TC1	948.2536	1009.5238	987.3618	1024.3278	1020.8551	904.2190	975.3695	1064.2458	1134.1317	1166.1442	1166.1442	982.7316	1191.9831	1024.7934	1293.7294	1126.6376	1255.9524
RNF214	261.3195	312.9252	304.8973	320.1024	302.3983	362.9957	307.8818	310.0559	332.9341	320.4458	320.4458	273.1554	292.1941	396.6942	289.4136	375.5459	315.4762
PTRF	13812.4191	13542.8571	13009.4787	14193.3419	14719.4995	13558.3798	13078.8177	12994.4134	13707.7844	13709.5089	13709.5089	15788.0691	14714.1350	4958.6777	15713.6329	5213.9738	16653.2738
ZNF23	236.7400	272.9932	276.5719	268.8860	247.0073	287.6169	340.7759	312.8492	326.0240	246.6040	246.6040	221.3501	286.9198	60.9917	221.3760	46.0699	248.5268
GORASP2	2121.6041	2106.1224	2028.4360	2012.8041	2313.8686	2168.1635	2110.8374	1923.1844	1946.1078	2053.6398	2053.6398	2244.8980	1863.9241	1842.9752	2126.4280	2148.4716	2257.4405
KIAA0232	1351.8758	1556.4626	1442.3381	1413.5723	1316.9969	1347.3354	1442.1182	1413.4078	1489.8204	1401.6022	1401.6022	1257.4568	1453.5865	272.7273	1355.6740	257.6419	1197.9167
CANT1	2280.7245	2340.1361	2453.3965	2345.7106	2459.8540	2138.7314	2411.3300	2163.4078	2377.2455	2336.4681	2336.4681	2167.9749	2399.7890	429.7521	2500.1269	589.5197	2563.9881
BANF2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ECHDC2	248.3829	304.7619	295.4186	317.5416	296.1418	302.4964	285.7143	290.5028	316.1677	284.2215	284.2215	229.1994	294.3038	256.1983	274.1813	235.8079	244.0476
ELL3	168.1889	123.8095	170.6319	201.0755	194.5673	166.3403	167.3153	168.2821	170.9940	142.1108	142.1108	144.4584	220.2215	99.1736	161.9904	100.4367	130.9524
STAP1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PRSS55	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MCM3	848.6417	1053.0612	897.3144	927.0166	748.6966	773.4097	974.1379	1036.3128	1097.0060	1072.7969	1072.7969	877.5510	1045.3586	1223.1405	993.1455	1270.7424	964.2857
CASP2	556.2743	579.5918	579.7788	564.6607	592.2836	614.8035	529.5567	568.4358	516.1677	548.9377	548.9377	485.0863	532.7004	421.4876	533.1302	423.5808	569.9405
C5orf62	1064.6831	1087.0748	928.9100	1117.7977	1106.3608	1105.3382	949.5074	1046.0894	892.2156	874.9565	874.9565	1048.6656	897.6793	107.4380	1032.7494	144.1048	916.6667
SLC44A4	9.0556	2.7211	6.3191	0.0000	4.1710	0.0000	3.6946	5.5866	3.5928	5.5730	5.5730	3.1397	7.3840	8.2645	5.0774	8.7336	4.4643
ZBTB1	1822.7684	1897.8095	1813.4597	1774.5711	1762.0125	1832.7522	1830.0493	1999.9581	1957.9521	1753.9394	1753.9394	1657.6295	1902.9325	82.6446	1747.5197	96.0699	1544.4643
SPAG11B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TTC8	521.3454	489.7959	519.7472	510.8835	480.7091	436.5759	522.1675	469.2737	549.7006	476.4890	476.4890	480.3768	443.0380	685.9504	457.9843	659.3886	477.6786
TMEM202	0.0000	1.3605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SMC4	971.5395	1107.4830	1159.5577	1078.1050	864.4421	923.8404	1168.7192	1209.4972	1210.7784	1164.7510	1164.7510	1006.2794	1292.1941	1157.0248	1133.2826	1288.2096	1049.1071
GJC2	15.5239	23.1293	9.4787	16.6453	13.5558	11.4458	9.8522	22.3464	14.3713	26.4716	26.4716	20.4082	15.8228	0.0000	18.2788	0.0000	28.2738
ATP5A1	6944.3726	7280.2721	6851.5008	7403.3291	7122.0021	6368.7758	7059.1133	7308.6592	6788.0240	6776.7328	6776.7328	6918.3673	7414.5570	13148.7603	7433.3587	13371.1790	7116.0714
IGLON5	0.0000	0.0000	0.0000	0.0000	0.0000	1.6351	1.2315	0.0000	1.1976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG6	694.6960	693.8776	642.9700	627.4008	654.8488	680.2082	700.7389	639.6648	699.4012	576.8025	576.8025	667.1900	706.7511	925.6198	718.9642	943.2314	703.8690
USP39	734.7995	810.8844	764.6130	691.4213	830.0313	760.3288	767.2414	765.3631	750.8982	704.9808	704.9808	762.9513	695.1477	991.7355	760.5991	1091.7031	745.5357
IARS2	4388.0983	5019.0476	5048.9731	4645.3265	4037.5391	4064.8977	4926.1084	5118.7151	4802.3952	4784.3957	4784.3957	4653.0612	5630.8017	7537.1901	5135.3135	7371.1790	4686.0119
CREM	164.2950	152.3810	145.3397	180.5378	194.9948	184.7681	158.8670	114.5251	148.5030	126.7851	126.7851	161.6954	118.1435	90.9091	146.2300	87.3362	133.9286
PGP	419.1462	444.8980	421.8009	407.1703	433.7852	438.2110	471.6749	455.3073	494.6108	502.9606	502.9606	427.0016	427.2152	107.4380	454.9378	39.3013	440.4762
SNORD45C	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KRT77	2.5873	0.0000	1.5798	1.2804	6.2565	4.9053	1.2315	2.7933	0.0000	1.3932	1.3932	0.0000	0.0000	0.0000	2.0310	0.0000	0.0000
MADD	948.2536	861.2245	900.4739	892.4456	854.0146	812.6525	944.5813	944.1341	1001.1976	930.6862	930.6862	825.7457	888.1857	1181.8182	907.8446	1078.6026	764.8810
RARG	2160.4140	1668.0272	2020.5371	2202.3047	2516.1627	2302.2430	1722.9064	1629.8883	1645.5090	1667.7116	1667.7116	1849.2936	1448.3122	1140.4959	1763.8995	1379.9127	1619.0476
SYT10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C15orf37	62.4191	33.0204	69.7472	72.2919	85.3493	81.8375	64.0764	55.6145	75.4850	68.1156	68.1156	64.2386	56.7722	16.5289	54.6128	26.2009	75.6250
MFSD2B	2.5873	0.0000	0.0000	0.0000	2.0855	0.0000	0.0000	2.7933	1.1976	0.0000	0.0000	1.5699	1.0549	0.0000	1.0155	0.0000	1.4881
HES3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SMAD9	10.3493	8.1633	3.1596	6.4020	13.5558	1.6351	6.1576	4.1899	5.9880	1.3932	1.3932	6.2794	1.0549	0.0000	4.0619	0.0000	5.9524
USP50	0.0000	0.0000	0.0000	1.3700	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TDG	1313.0660	1393.1973	1287.5197	1422.5352	1256.5172	1344.0651	1366.9951	1534.9162	1441.9162	1448.9725	1448.9725	1368.9168	1473.6287	1123.9669	1323.1785	1139.7380	1400.2976
LOC728613	129.2367	103.7823	120.7899	145.5954	135.6204	121.9306	118.7438	112.2067	125.3892	94.7126	94.7126	108.3359	98.7658	82.6446	114.2727	113.5371	110.9524
NHLH1	15.5239	10.8844	11.0585	12.8041	14.5985	9.8107	8.6207	12.5698	20.3593	11.1459	11.1459	14.1287	5.2743	0.0000	7.1084	0.0000	5.9524
CUX1	793.0142	700.6803	750.3949	786.1716	905.1095	835.5441	741.3793	726.2570	749.7006	706.3741	706.3741	731.5542	747.8903	983.4711	813.4044	1161.5721	763.3929
ANKRD57	2349.2885	2144.2177	2248.0253	2454.5455	2190.8238	2287.5269	1986.4532	2307.2626	1980.8383	1958.8993	1958.8993	2185.2433	2256.3291	82.6446	2167.0475	122.2707	2055.0595
FTSJ2	467.0116	484.3537	437.5987	441.7414	435.8707	408.7789	470.4433	449.7207	450.2994	395.6809	395.6809	441.1303	445.1477	140.4959	454.9378	91.7031	380.9524
PPY2	0.0000	0.0000	0.0000	0.0000	1.0428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ANKH	1362.2251	1220.4082	1271.7220	1247.1191	1369.1345	1309.7277	1298.0296	1209.4972	1201.1976	1184.2564	1184.2564	1174.2543	1283.7553	1016.5289	1237.8776	1065.5022	1208.3333
KIRREL	1860.2846	2010.8844	1714.0600	1939.8207	1702.8154	1515.7523	2485.2217	2046.0894	2267.0659	2311.3898	2311.3898	1850.8634	2059.0717	1768.5950	2091.9015	2017.4672	2068.4524
CLN3	802.4062	742.8571	843.3333	819.4622	867.3410	752.6928	788.1773	760.3492	768.4072	805.2943	805.2943	734.9451	670.8861	1247.9339	776.8469	1200.8734	807.1577
PYGM	2.5873	1.3605	0.0000	1.2804	0.0000	1.6351	4.9261	2.7933	0.0000	2.7865	2.7865	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SCRT1	0.0000	0.0000	0.0000	0.0000	0.0000	3.2702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SLC39A2	40.1035	8.1633	34.7551	23.0474	78.2065	62.1344	14.7783	8.3799	11.9760	15.3257	15.3257	14.1287	33.7553	8.2645	18.2788	0.0000	17.8571
HIST1H2AJ	1.2937	2.7211	6.3191	2.5608	3.1283	1.6351	1.2315	1.3966	3.5928	2.7865	2.7865	1.5699	1.0549	8.2645	0.0000	0.0000	2.9762
C1QL2	1.2937	0.0000	1.5798	0.0000	4.1710	1.6351	1.2315	0.0000	0.0000	2.7865	2.7865	0.0000	1.0549	0.0000	1.0155	0.0000	0.0000
MYOZ2	0.0000	0.0000	0.0000	0.0000	1.0428	0.0000	0.0000	0.0000	0.0000	1.3932	1.3932	1.5699	0.0000	0.0000	0.0000	0.0000	0.0000
NOSIP	324.7089	382.3129	303.3175	350.8323	400.4171	320.4827	293.1034	329.6089	342.5150	365.0296	365.0296	348.5086	304.8523	694.2149	351.3582	711.7904	380.9524
LOC285954	0.0000	2.7211	6.3191	8.9629	1.0428	1.6351	0.0000	2.7933	2.3952	4.1797	4.1797	3.1397	2.1097	0.0000	3.0465	0.0000	1.4881
RNU5E	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HS3ST6	25.8732	25.8503	42.6540	30.7298	65.6934	67.0397	12.3153	9.7765	13.1737	9.7527	9.7527	18.8383	7.3840	0.0000	16.2478	4.3668	7.4405
MCHR2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C15orf59	0.0000	4.0816	0.0000	3.8412	0.0000	3.2702	1.2315	2.7933	3.5928	2.7865	2.7865	1.5699	3.1646	0.0000	5.0774	0.0000	4.4643
CEACAM20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TSNAX	836.6753	897.8231	764.6130	825.8643	786.1522	775.0449	849.7537	885.4749	845.5090	856.8443	856.8443	835.1648	886.0127	583.1405	801.2186	550.2183	775.2976
GOLGA8DP	1.2937	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C6orf118	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3932	1.3932	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MYO18B	469.5990	255.7823	458.1359	381.5621	488.0083	433.3057	252.4631	283.5196	226.3473	207.5932	207.5932	248.0377	152.9536	148.7603	155.3694	131.0044	145.8333
TRIM10	1.2937	0.0000	0.0000	2.5608	0.0000	3.2702	0.0000	0.0000	0.0000	0.0000	0.0000	1.5699	0.0000	0.0000	0.0000	0.0000	0.0000
BMP6	238.8357	165.3061	224.6761	222.0102	279.9479	284.6900	132.1921	179.7626	154.7066	118.2027	118.2027	165.6986	158.5970	99.1736	226.8495	30.5677	163.0357
PLA2G12B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3966	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MPRIP	3544.6313	3737.4150	3368.0885	3486.5557	3037.5391	3028.2344	4039.4089	3893.8547	4166.4671	4189.4810	4189.4810	3678.1790	4060.1266	4991.7355	4044.6814	5956.3319	4474.7024
DEFB109P1B	0.0000	0.0000	1.5798	0.0000	0.0000	0.0000	1.2315	0.0000	1.1976	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SSBP1	1049.1591	1110.2041	1104.2654	1142.1255	1173.0970	1133.1352	1068.9655	1132.6816	1029.9401	1093.6956	1093.6956	1125.5887	1363.9241	2429.7521	1140.3910	2445.4148	1095.2381
ARHGEF10L	151.3583	96.5986	167.4566	130.6018	191.8665	192.9437	103.4483	110.3352	95.8084	122.6054	122.6054	80.0628	94.9367	140.4959	119.8274	78.6026	108.6310
KCNH7	0.0000	1.3605	0.0000	0.0000	0.0000	0.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PM20D1	0.0000	0.0000	0.0000	0.0000	0.0000	1.6351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BBX	1908.1501	1843.5374	1710.9005	1814.3406	1607.9249	1725.0471	1863.3005	1835.1955	1847.9042	1662.1386	1662.1386	1737.8336	1784.8101	628.0992	1748.6672	733.6245	1566.9643
APOA1	0.0000	0.0000	1.5798	0.0000	0.0000	1.6351	0.0000	0.0000	0.0000	0.0000	0.0000	1.5699	0.0000	0.0000	0.0000	0.0000	0.0000
KIAA1274	12.9366	16.3265	18.9573	17.9257	19.8123	21.2565	9.8522	11.1732	9.5808	11.1459	11.1459	10.9890	24.2616	8.2645	20.3097	26.2009	26.7857
LOC100129935	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KRTAP11-1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FAM120A	3977.9948	4015.8912	3942.4803	4048.1946	3902.4296	3869.2234	4501.2931	3969.4413	4199.5090	4237.6315	4237.6315	0.0000	4242.0253	4123.9669	4113.7345	4353.7118	4080.8929
UQCC	869.3402	925.1701	890.9953	906.5301	752.8676	676.9379	988.9163	884.0782	917.3653	883.3159	883.3159	767.6609	738.3966	471.0744	738.2584	698.6900	694.9405
SUPT7L	1214.7477	1297.9592	1278.8784	1343.1498	1187.6955	1206.7154	1346.7980	1291.2709	1472.5629	1256.1338	1256.1338	990.5808	1171.9409	363.6364	1104.0264	506.5502	1121.3542
CTSO	428.2018	469.3878	396.5245	396.9270	469.2388	479.0889	434.7291	349.1620	431.1377	366.4228	366.4228	412.8728	353.3755	231.4050	360.4976	200.8734	348.2143
TTTY22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HAUS7	51.7464	55.7823	48.9731	67.8617	50.2398	42.5130	70.0616	50.2793	67.9042	63.1418	63.1418	0.0000	68.3966	57.8512	54.8363	104.8035	56.5476
LOC100133308	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3932	1.3932	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
SLC22A23	4444.3726	4251.8367	4962.0853	4851.4725	4740.5735	4352.6781	3949.6059	4159.6927	4215.2575	3575.0610	3575.0610	4164.8352	4173.9241	1198.3471	4814.6839	1288.2096	3749.8214
FSTL1	7239.3273	8882.9932	7462.8752	7573.6236	5714.2857	6061.3741	9306.6502	8307.2626	8977.2455	8560.0836	8560.0836	7993.7206	8267.9325	3520.6612	7711.6019	4393.0131	7001.4881
RFPL4A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HIST2H2AA3	293.6611	296.5986	317.0774	332.9065	443.9103	376.0766	238.2882	263.9665	270.6587	344.9530	344.9530	320.2512	211.4662	123.9669	234.9632	104.8035	285.7143
SPTBN5	964.6960	924.4082	857.6777	979.5391	852.4505	875.8988	1068.6946	955.7682	1216.2515	1097.1508	1097.1508	564.3799	1061.0654	1446.2810	1016.6235	1349.3450	984.0774
PEX5	761.9664	778.2313	725.1185	769.5262	709.0719	699.8295	881.7734	772.3464	750.8982	759.3173	759.3173	711.1460	752.1097	586.7769	678.3448	794.7598	693.4524
PDDC1	997.4127	957.8231	911.5324	1049.9360	1020.8551	822.4632	1033.2512	1058.6592	1141.3174	1015.6740	1015.6740	802.1978	1001.0549	537.1901	978.9287	672.4891	971.7262
SLC17A3	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LOC284009	0.0000	4.0816	0.0000	1.2804	0.0000	0.0000	0.0000	1.3966	0.0000	1.3932	1.3932	0.0000	1.0549	0.0000	1.0155	0.0000	0.0000
TMOD4	0.0000	1.3605	3.1596	5.1216	3.1283	0.0000	4.9261	2.7933	1.1976	4.1797	4.1797	4.7096	1.0549	0.0000	3.0465	4.3668	1.4881
ASNSD1	821.4748	842.1769	799.3681	871.9590	835.2450	807.7472	935.9606	918.9944	863.4731	826.1930	826.1930	833.5950	786.9198	231.4050	775.8314	253.2751	754.4643
GUCA2A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0549	0.0000	0.0000	0.0000	1.4881
ANGEL2	408.7969	412.2449	426.5403	409.7311	411.8874	410.4141	432.2660	459.4972	445.5090	417.9728	417.9728	395.6044	378.6920	231.4050	446.8139	240.1747	410.7143
SHOX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
THRB	442.4321	379.5918	432.8594	440.4609	483.8373	436.5759	394.0887	350.5587	358.0838	345.5242	345.5242	409.7331	400.8439	82.6446	376.7454	122.2707	348.2143
CCDC71	457.9560	488.4354	394.9447	408.4507	434.8279	397.3331	520.9360	456.7039	510.1796	519.6796	519.6796	470.9576	504.2194	24.7934	470.1701	13.1004	412.2024
BAHD1	883.5705	921.0884	913.1122	905.2497	933.2638	887.8678	921.1823	997.2067	954.4910	1008.7078	1008.7078	874.4113	905.0633	239.6694	889.5659	262.0087	924.1071
IL24	144.4761	87.5510	136.0821	166.9398	122.5026	103.0613	49.1133	94.7486	84.6707	24.9112	24.9112	75.4317	82.4473	66.1157	94.4707	52.4017	100.1637
TREML4	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
KLHL26	69.8577	88.4354	97.9463	75.5442	96.9760	68.6749	55.4187	83.7989	80.2395	86.3811	86.3811	92.6217	78.0591	8.2645	96.4712	8.7336	68.4524
AFAP1	1571.6429	1570.0000	1424.7709	1486.4149	1494.1293	1381.5256	1520.8498	1523.6173	1512.2874	1454.4479	1454.4479	1550.8634	1758.2700	925.6198	1742.4930	1117.9039	1684.4345
CAPN3	183.6999	165.9864	184.5656	190.7939	156.4338	168.5804	202.4138	196.2989	257.2455	148.1296	148.1296	96.9702	123.2911	197.9339	140.6956	164.0611	105.1637
SOX4	3998.7063	3624.4898	4183.2543	3965.4289	4454.6403	4537.4462	3564.0394	3755.5866	3784.4311	3846.7433	3846.7433	3676.6091	4238.3966	33.0579	4230.5154	65.5022	3592.2619
WDFY3	2479.9483	2710.2041	2758.2938	2597.9513	2391.0323	2276.0811	2858.3744	2779.3296	2852.6946	2732.1491	2732.1491	2282.5746	2854.4304	2652.8926	2661.5892	2860.2620	2383.9286
FAM178A	551.0996	496.5986	480.2528	496.7990	557.8728	505.2508	549.2611	558.6592	559.2814	512.7133	512.7133	469.3878	532.7004	330.5785	521.9599	388.6463	476.1905
CDRT1	76.4036	106.1769	89.5103	98.7452	83.0344	80.4150	124.1379	108.8408	111.2335	103.7409	103.7409	67.1115	60.1899	56.6116	53.8614	61.7904	61.7560
ANGPT4	0.0000	0.0000	0.0000	0.0000	0.0000	1.6351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ARID1A	2369.9871	2552.3810	2682.4645	2542.8937	2558.9155	2418.3362	2777.0936	2666.2011	2718.5629	2907.6977	2907.6977	2483.5165	2621.3080	1421.4876	2772.2772	1423.5808	2520.8333
FOLR2	0.0000	1.3605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
IGF2BP2	1549.8060	1489.7959	1458.1359	1590.2689	1677.7894	1574.6165	1479.0640	1520.9497	1552.0958	1436.4333	1436.4333	1412.8728	1678.2700	2074.3802	1809.5963	2593.8865	1781.2500
LAPTM4A	15175.9379	15214.9660	17631.9115	15613.3163	15295.0991	14758.5547	14338.6700	15458.1006	14930.5389	13992.3372	13992.3372	14031.3972	15890.2954	18421.4876	15189.6420	18349.3450	12983.6310
ATXN1	776.1966	678.9116	751.9747	714.4686	745.5683	820.8281	598.5222	671.7877	680.2395	585.1620	585.1620	616.9545	844.9367	173.5537	781.9243	109.1703	748.5119
DKFZp686O24166	322.1216	472.1088	312.7962	394.3662	324.2961	302.4964	477.8325	446.9274	481.4371	455.5904	455.5904	367.3469	354.4304	49.5868	342.2188	43.6681	351.1905
CCDC72	913.3247	785.0340	890.9953	929.5775	1108.4463	920.5702	777.0936	870.1117	792.8144	805.2943	805.2943	833.5950	864.9789	1173.5537	936.2782	1205.2402	867.5595
SLC37A1	337.6455	307.4830	338.0727	304.7375	368.0918	304.1315	338.6700	290.5028	342.5150	319.0526	319.0526	334.3799	322.7848	330.5785	325.9711	410.4803	313.9881
DEFB1	51.7464	38.0952	52.1327	32.0102	74.0355	55.5939	29.5567	27.9330	46.7066	22.2919	22.2919	0.0000	50.6329	66.1157	36.5575	26.2009	40.1786
PEG3AS	7.3092	4.4082	0.0000	5.2881	0.0834	0.0000	5.1724	0.1676	3.9281	0.7245	0.7245	0.1413	2.9852	0.0000	2.7520	0.0000	7.9018
C5orf15	2434.6701	2765.9864	2529.2259	2513.4443	2305.5266	2418.3362	2825.1232	2899.4413	2765.2695	2578.8924	2578.8924	2502.3548	2689.8734	851.2397	2386.3925	960.6987	2352.6786
C21orf84	10.3493	8.1633	6.3191	6.4020	4.1710	8.1756	4.9261	4.1899	5.9880	13.9324	13.9324	1.5699	4.2194	8.2645	6.0929	4.3668	5.9524
SLC20A2	3080.2070	2961.9048	3069.5103	2989.7567	2842.5443	2796.0479	3155.1724	3064.2458	3058.6826	3059.5611	3059.5611	0.0000	3978.9030	2512.3967	3676.0599	2209.6070	3869.0476
SERINC5	670.1164	594.5578	606.6351	609.4750	615.2242	587.0066	587.4384	606.1453	574.8503	560.0836	560.0836	472.5275	642.4051	867.7686	595.0749	829.6943	563.9881
CTSW	0.0000	0.0000	0.0000	2.5608	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
