	A1BG
TCGA-B0-5096-01A-01R-1420-07	2284.0
TCGA-E2-A14R-01A-11R-A115-07	2284.0
TCGA-38-7271-01A-11R-2039-07	2285.0
TCGA-75-5126-01A-01R-1755-07	2285.0
TCGA-AO-A12G-01A-11R-A10J-07	2285.0
TCGA-E2-A1LL-01A-11R-A144-07	2288.0
TCGA-05-4427-01A-21R-1858-07	2289.0
TCGA-80-5607-01A-31R-1949-07	2290.0
TCGA-BP-4993-01A-02R-1420-07	2290.0
TCGA-AK-3456-01A-02R-1325-07	2291.0
TCGA-B5-A0K1-01A-11R-A16W-07	2291.0
TCGA-CV-6433-01A-11R-1686-07	2292.0
TCGA-B4-5843-01A-11R-1672-07	2293.0
TCGA-DI-A0WH-01A-12R-A12I-07	2293.0
TCGA-GC-A3I6-01A-11R-A20F-07	2294.0
TCGA-AP-A053-01A-21R-A00V-07	2295.0
TCGA-CV-6940-01A-11R-1915-07	2296.0
TCGA-GM-A2D9-01A-11R-A18M-07	2296.0
TCGA-DQ-5629-01A-01R-1873-07	2297.0
TCGA-AO-A126-01A-11R-A10J-07	2298.0
TCGA-B0-5116-01A-02R-1420-07	2299.0
TCGA-AR-A0U3-01A-11R-A109-07	2300.0
TCGA-CN-6016-01A-11R-1686-07	2300.0
TCGA-73-4658-01A-01R-1755-07	2302.0
TCGA-75-5146-01A-01R-1628-07	2302.0
TCGA-E2-A154-01A-11R-A115-07	2302.0
TCGA-55-6986-01A-11R-1949-07	2303.0
TCGA-64-1678-01A-01R-0946-07	2304.0
TCGA-AX-A0IU-01A-11R-A16W-07	2304.0
TCGA-BS-A0U8-01A-11R-A104-07	2304.0
TCGA-CQ-5330-01A-01R-1686-07	2304.0
TCGA-D6-6516-01A-11R-1873-07	2304.0
TCGA-AY-4070-01A-01R-1113-07	2307.0
TCGA-BT-A20O-01A-21R-A14Y-07	2310.0
TCGA-BH-A18S-01A-11R-A12D-07	2312.0
TCGA-D8-A1X6-01A-11R-A14M-07	2312.0
TCGA-C8-A12Z-01A-11R-A115-07	2313.0
TCGA-75-5122-01A-01R-1755-07	2314.0
TCGA-AB-2835-03A-01T-0736-13	2314.0
TCGA-BG-A0MA-01A-11R-A17B-07	2314.0
TCGA-CR-7401-01A-11R-2016-07	2314.0
TCGA-BA-5556-01A-01R-1514-07	2317.0
TCGA-BT-A3PJ-01A-21R-A220-07	2317.0
TCGA-GM-A2DC-01A-11R-A18M-07	2317.0
TCGA-78-7163-01A-12R-2066-07	2319.0
TCGA-BP-4799-01A-01R-1305-07	2320.0
TCGA-24-1436-01A-01R-1566-13	2323.0
TCGA-A2-A0D0-01A-11R-A00Z-07	2323.0
TCGA-A5-A0GG-01A-11R-A118-07	2323.0
TCGA-14-1034-01A-01R-1849-01	2324.0
TCGA-A8-A094-01A-11R-A00Z-07	2324.0
TCGA-B5-A0K7-01A-11R-A104-07	2324.0
TCGA-D8-A1X5-01A-11R-A14D-07	2325.0
TCGA-AN-A0XN-01A-21R-A109-07	2326.0
TCGA-BA-6872-01A-11R-1873-07	2326.0
TCGA-D8-A1JI-01A-11R-A13Q-07	2326.0
TCGA-B5-A11I-01A-11R-A10J-07	2327.0
TCGA-CN-6998-01A-23R-2016-07	2327.0
TCGA-BA-4075-01A-01R-1436-07	2328.0
TCGA-D1-A1O8-01A-11R-A14D-07	2328.0
TCGA-GM-A2DM-01A-11R-A180-07	2328.0
TCGA-14-1825-01A-01R-1850-01	2329.0
TCGA-GM-A2DI-01A-31R-A18M-07	2329.0
TCGA-75-6203-01A-11R-1755-07	2330.0
TCGA-CZ-5982-01A-11R-1672-07	2330.0
TCGA-FI-A2D0-01A-11R-A17B-07	2330.0
TCGA-A5-A1OG-01A-11R-A14D-07	2332.0
TCGA-AO-A03R-01A-21R-A034-07	2332.0
TCGA-BP-4160-01A-02R-1289-07	2332.0
TCGA-AX-A0IZ-01A-11R-A118-07	2333.0
TCGA-B4-5844-01A-11R-1672-07	2334.0
TCGA-BG-A0MS-01A-11R-A104-07	2334.0
TCGA-BS-A0V8-01A-11R-A118-07	2334.0
TCGA-BT-A20Q-01A-11R-A14Y-07	2334.0
TCGA-BH-A18P-01A-11R-A12D-07	2335.0
TCGA-CV-7243-01A-11R-2016-07	2335.0
TCGA-AK-3433-01A-02R-1277-07	2336.0
TCGA-BL-A0C8-01A-11R-A10U-07	2336.0
TCGA-C8-A12T-01A-11R-A115-07	2337.0
TCGA-AX-A1CF-01A-11R-A137-07	2338.0
TCGA-A8-A090-01A-11R-A00Z-07	2339.0
TCGA-B0-5083-01A-02R-1420-07	2339.0
TCGA-B6-A0WV-01A-11R-A109-07	2339.0
TCGA-D8-A1J8-01A-11R-A13Q-07	2339.0
TCGA-HD-7832-01A-11R-2132-07	2339.0
TCGA-91-6828-01A-11R-1858-07	2340.0
TCGA-50-5933-01A-11R-1755-07	2343.0
TCGA-55-6984-01A-11R-1949-07	2344.0
TCGA-27-2526-01A-01R-1850-01	2345.0
TCGA-78-7155-01A-11R-2039-07	2346.0
TCGA-CR-7394-01A-11R-2016-07	2346.0
TCGA-E2-A14W-01A-11R-A12D-07	2346.0
TCGA-IQ-7632-01A-11R-2081-07	2346.0
TCGA-05-4425-01A-01R-1755-07	2347.0
TCGA-22-4599-01A-01R-1443-07	2348.0
TCGA-D1-A0ZO-01A-11R-A118-07	2349.0
TCGA-D1-A2G6-01A-11R-A17B-07	2350.0
TCGA-DQ-5625-01A-01R-1873-07	2350.0
TCGA-BA-5557-01A-01R-1514-07	2351.0
TCGA-CV-6956-01A-21R-2016-07	2351.0
TCGA-CV-6952-01A-11R-1915-07	2353.0
TCGA-AB-2843-03A-01T-0736-13	2355.0
TCGA-06-0168-01A-01R-1849-01	2357.0
TCGA-78-7156-01A-11R-2039-07	2358.0
TCGA-AB-2932-03A-01T-0740-13	2358.0
TCGA-80-5611-01A-01R-1628-07	2359.0
TCGA-A2-A04W-01A-31R-A115-07	2359.0
TCGA-CQ-6220-01A-11R-1915-07	2359.0
TCGA-05-4396-01A-21R-1858-07	2361.0
TCGA-50-5939-01A-11R-1628-07	2361.0
TCGA-C8-A12U-01A-11R-A115-07	2361.0
TCGA-E5-A2PC-01A-11R-A206-07	2361.0
TCGA-A5-A0GU-01A-11R-A16W-07	2362.0
TCGA-AB-2837-03A-01T-0736-13	2362.0
TCGA-FI-A2D6-01A-11R-A17B-07	2362.0
TCGA-CF-A1HS-01A-11R-A13Y-07	2365.0
TCGA-CV-7407-01A-11R-2081-07	2365.0
TCGA-D1-A102-01A-11R-A10J-07	2365.0
TCGA-BG-A0W2-01A-11R-A109-07	2366.0
TCGA-A5-A0GE-01A-11R-A16W-07	2367.0
TCGA-49-6761-01A-31R-1949-07	2368.0
TCGA-E2-A15K-06A-11R-A12P-07	2368.0
TCGA-05-5420-01A-01R-1628-07	2369.0
TCGA-AO-A1KR-01A-12R-A144-07	2371.0
TCGA-FD-A3B6-01A-21R-A20F-07	2371.0
TCGA-91-6849-01A-11R-1949-07	2372.0
TCGA-95-7039-01A-11R-1949-07	2373.0
TCGA-50-5044-01A-21R-1858-07	2374.0
TCGA-55-6975-01A-11R-1949-07	2374.0
TCGA-BS-A0U9-01B-21R-A10J-07	2374.0
TCGA-E2-A14Y-01A-21R-A12D-07	2374.0
TCGA-AB-2851-03A-01T-0736-13	2375.0
TCGA-AO-A03O-01A-11R-A00Z-07	2376.0
TCGA-E2-A14O-01A-31R-A115-07	2377.0
TCGA-50-5932-01A-11R-1755-07	2378.0
TCGA-CV-7430-01A-11R-2132-07	2378.0
TCGA-A8-A07J-01A-11R-A00Z-07	2379.0
TCGA-AX-A2HJ-01A-11R-A17B-07	2380.0
TCGA-B6-A0IK-01A-12R-A056-07	2380.0
TCGA-BP-4167-01A-02R-1325-07	2380.0
TCGA-AK-3434-01A-02R-1277-07	2382.0
TCGA-CV-6441-01A-11R-1686-07	2382.0
TCGA-A8-A08Z-01A-21R-A00Z-07	2385.0
TCGA-BG-A0MH-01A-11R-A118-07	2385.0
TCGA-G2-A3IB-01A-11R-A20F-07	2386.0
TCGA-BA-4076-01A-01R-1436-07	2390.0
TCGA-44-6774-01A-21R-1858-07	2391.0
TCGA-BA-5558-01A-01R-1514-07	2391.0
TCGA-BG-A0MQ-01A-11R-A104-07	2391.0
TCGA-D1-A103-01A-11R-A10J-07	2392.0
TCGA-A8-A0AD-01A-11R-A056-07	2393.0
TCGA-H7-7774-01A-21R-2081-07	2393.0
TCGA-CV-5432-01A-02R-1686-07	2395.0
TCGA-D8-A1JD-01A-11R-A13Q-07	2395.0
TCGA-AB-2924-03A-01T-0740-13	2396.0
TCGA-C8-A12Y-01A-11R-A12D-07	2396.0
TCGA-CQ-5332-01A-01R-1686-07	2396.0
TCGA-D1-A16F-01A-11R-A12I-07	2396.0
TCGA-CR-6493-01A-11R-1873-07	2397.0
TCGA-AX-A2HD-01A-21R-A17B-07	2399.0
TCGA-DK-A2I6-01A-12R-A18C-07	2401.0
TCGA-AN-A0FK-01A-11R-A034-07	2403.0
TCGA-B5-A1MR-01A-31R-A14D-07	2406.0
TCGA-AB-2928-03A-01T-0740-13	2407.0
TCGA-AO-A125-01A-11R-A10J-07	2407.0
TCGA-E2-A1IK-01A-11R-A144-07	2407.0
TCGA-AA-3872-01A-01R-1022-07	2408.0
TCGA-B6-A2IU-01A-32R-A18M-07	2411.0
TCGA-CZ-5986-01A-11R-1672-07	2411.0
TCGA-B5-A11E-01A-11R-A10J-07	2412.0
TCGA-AB-2954-03A-01T-0736-13	2413.0
TCGA-BA-7269-01A-11R-2016-07	2413.0
TCGA-49-4514-01A-21R-1858-07	2414.0
TCGA-55-7724-01A-11R-2170-07	2414.0
TCGA-E2-A153-01A-12R-A12D-07	2415.0
TCGA-A8-A083-01A-21R-A00Z-07	2416.0
TCGA-G2-A2EO-01A-11R-A180-07	2416.0
TCGA-AR-A24X-01A-11R-A169-07	2417.0
TCGA-BS-A0UF-01A-11R-A104-07	2417.0
TCGA-AB-2889-03A-01T-0735-13	2418.0
TCGA-E2-A14N-01A-31R-A137-07	2419.0
TCGA-B5-A11H-01A-11R-A118-07	2420.0
TCGA-EY-A1GV-01A-11R-A13S-07	2420.0
TCGA-D1-A17N-01A-11R-A12I-07	2422.0
TCGA-D1-A17T-01A-11R-A12I-07	2423.0
TCGA-BG-A18A-01A-21R-A12I-07	2424.0
TCGA-50-5936-01A-11R-1628-07	2425.0
TCGA-AB-2820-03A-01T-0735-13	2427.0
TCGA-75-6212-01A-11R-1755-07	2428.0
TCGA-AP-A0LL-01A-12R-A104-07	2429.0
TCGA-D1-A0ZN-01A-11R-A118-07	2431.0
TCGA-A8-A06Y-01A-21R-A00Z-07	2432.0
TCGA-EC-A24G-01A-11R-A16F-07	2432.0
TCGA-CV-5966-01A-11R-1686-07	2435.0
TCGA-64-5815-01A-01R-1628-07	2436.0
TCGA-C8-A12M-01A-11R-A115-07	2436.0
TCGA-EY-A1GK-01A-11R-A13S-07	2437.0
TCGA-A6-2685-01A-01R-1410-07	2438.0
TCGA-BH-A0BS-01A-11R-A12P-07	2438.0
TCGA-CZ-5988-01A-11R-1672-07	2438.0
TCGA-B5-A1MX-01A-11R-A144-07	2439.0
TCGA-AB-2901-03A-01T-0735-13	2442.0
TCGA-BK-A0CA-01A-21R-A118-07	2442.0
TCGA-A8-A09N-01A-11R-A00Z-07	2443.0
TCGA-BK-A139-01A-11R-A118-07	2443.0
TCGA-D1-A165-01A-11R-A12I-07	2443.0
TCGA-AA-3692-01A-01R-0905-07	2445.0
TCGA-AB-2994-03A-01T-0735-13	2445.0
TCGA-BH-A0AY-01A-21R-A00Z-07	2448.0
TCGA-D1-A17A-01A-11R-A12I-07	2448.0
TCGA-AK-3436-01A-02R-1325-07	2449.0
TCGA-B5-A11U-01A-11R-A118-07	2449.0
TCGA-05-4390-01A-02R-1755-07	2451.0
TCGA-49-6767-01A-11R-1858-07	2452.0
TCGA-B6-A0WZ-01A-11R-A109-07	2452.0
TCGA-B6-A0X4-01A-11R-A109-07	2452.0
TCGA-CV-5442-01A-01R-1514-07	2452.0
TCGA-BH-A0E0-01A-11R-A056-07	2453.0
TCGA-CF-A3MH-01A-11R-A20F-07	2453.0
TCGA-D1-A17K-01A-11R-A12I-07	2453.0
TCGA-BS-A0TA-01A-11R-A104-07	2454.0
TCGA-50-6594-01A-11R-1755-07	2455.0
TCGA-AP-A051-01A-21R-A00V-07	2458.0
TCGA-AN-A0XP-01A-11R-A109-07	2459.0
TCGA-BG-A0LX-01A-11R-A16W-07	2460.0
TCGA-CV-5977-01A-11R-1686-07	2461.0
TCGA-CU-A0YR-01A-12R-A10U-07	2462.0
TCGA-AX-A2HG-01A-11R-A17B-07	2463.0
TCGA-B5-A11G-01A-13R-A118-07	2464.0
TCGA-AX-A1CC-01A-11R-A137-07	2465.0
TCGA-B4-5838-01A-11R-1672-07	2465.0
TCGA-E2-A1LK-01A-21R-A14D-07	2465.0
TCGA-A5-A0G3-01A-11R-A040-07	2466.0
TCGA-A5-A0VQ-01A-11R-A104-07	2469.0
TCGA-BT-A0YX-01A-11R-A10U-07	2471.0
TCGA-AA-A00Z-01A-01R-A002-07	2472.0
TCGA-FI-A2CY-01A-11R-A17B-07	2472.0
TCGA-A2-A04U-01A-11R-A115-07	2473.0
TCGA-A5-A0GW-01A-11R-A16W-07	2473.0
TCGA-AN-A0XT-01A-11R-A109-07	2475.0
TCGA-AB-2855-03A-01T-0736-13	2477.0
TCGA-BG-A0VX-01A-11R-A118-07	2477.0
TCGA-BK-A0CC-01A-21R-A16W-07	2477.0
TCGA-C8-A1HG-01A-11R-A137-07	2480.0
TCGA-D1-A0ZR-01A-21R-A10J-07	2480.0
TCGA-A5-A0R8-01A-11R-A104-07	2481.0
TCGA-BS-A0U7-01A-21R-A104-07	2481.0
TCGA-AX-A1CP-01A-11R-A137-07	2483.0
TCGA-AR-A0TW-01A-11R-A084-07	2484.0
TCGA-DK-A1A3-01A-11R-A13Y-07	2486.0
TCGA-D1-A17C-01A-11R-A12I-07	2487.0
TCGA-E2-A1BC-01A-11R-A12P-07	2487.0
TCGA-AN-A0XR-01A-11R-A109-07	2488.0
TCGA-BT-A20T-01A-11R-A14Y-07	2488.0
TCGA-D1-A17L-01A-11R-A12I-07	2488.0
TCGA-DI-A1NN-01A-11R-A16F-07	2488.0
TCGA-BK-A0CB-01A-32R-A104-07	2489.0
TCGA-05-5715-01A-01R-1628-07	2490.0
TCGA-D1-A15W-01A-11R-A118-07	2492.0
TCGA-18-4721-01A-01R-1443-07	2494.0
TCGA-A5-A0GP-01A-11R-A040-07	2494.0
TCGA-AX-A1CR-01A-12R-A137-07	2495.0
TCGA-CF-A1HR-01A-11R-A13Y-07	2495.0
TCGA-A8-A0A1-01A-11R-A00Z-07	2496.0
TCGA-B5-A11F-01A-11R-A10J-07	2497.0
TCGA-38-4632-01A-01R-1755-07	2498.0
TCGA-55-6981-01A-11R-1949-07	2499.0
TCGA-BH-A0W3-01A-11R-A109-07	2499.0
TCGA-D1-A17Q-01A-11R-A12I-07	2499.0
TCGA-BG-A186-01A-11R-A12I-07	2500.0
TCGA-AX-A1CJ-01A-11R-A137-07	2503.0
TCGA-D1-A162-01A-11R-A118-07	2504.0
TCGA-AX-A0IW-01A-11R-A040-07	2505.0
TCGA-D1-A16R-01A-11R-A12I-07	2506.0
TCGA-24-1413-01A-01R-1565-13	2507.0
TCGA-A5-A0R7-01A-31R-A16W-07	2508.0
TCGA-AK-3431-01A-02R-1277-07	2508.0
TCGA-D1-A17B-01A-22R-A12I-07	2508.0
TCGA-64-1680-01A-02R-0946-07	2509.0
TCGA-CV-7411-01A-11R-2081-07	2510.0
TCGA-CV-7090-01A-11R-2016-07	2511.0
TCGA-AA-3986-01A-02R-1022-07	2513.0
TCGA-B8-4151-01A-01R-1188-07	2514.0
TCGA-AP-A05P-01A-11R-A16W-07	2515.0
TCGA-FI-A2CX-01A-11R-A17B-07	2518.0
TCGA-24-1846-01A-01R-1567-13	2520.0
TCGA-B5-A121-01A-31R-A118-07	2521.0
TCGA-64-5781-01A-01R-1628-07	2523.0
TCGA-CR-7380-01A-11R-2016-07	2523.0
TCGA-AX-A1CN-01A-11R-A137-07	2524.0
TCGA-E6-A1LZ-01A-11R-A144-07	2524.0
TCGA-CV-5973-01A-11R-1686-07	2525.0
TCGA-BG-A0W1-01A-12R-A109-07	2526.0
TCGA-A5-A0GI-01A-11R-A040-07	2529.0
TCGA-CJ-4644-01A-02R-1325-07	2529.0
TCGA-CQ-6221-01A-11R-2081-07	2530.0
TCGA-50-5068-01A-01R-1628-07	2531.0
TCGA-C8-A1HL-01A-11R-A137-07	2532.0
TCGA-67-3773-01A-01R-0946-07	2533.0
TCGA-D1-A1NY-01A-11R-A16F-07	2533.0
TCGA-D1-A0ZZ-01A-11R-A10J-07	2536.0
TCGA-A6-4107-01A-02R-1410-07	2540.0
TCGA-AP-A1DQ-01A-11R-A137-07	2540.0
TCGA-BG-A220-01A-11R-A157-07	2541.0
TCGA-C8-A137-01A-11R-A115-07	2541.0
TCGA-CV-7177-01A-11R-2016-07	2542.0
TCGA-13-1511-01A-01R-1565-13	2544.0
TCGA-HD-7831-01A-11R-2132-07	2546.0
TCGA-05-5429-01A-01R-1628-07	2547.0
TCGA-CR-7386-01A-11R-2016-07	2549.0
TCGA-35-5375-01A-01R-1628-07	2552.0
TCGA-50-6597-01A-11R-1858-07	2553.0
TCGA-44-6776-01A-11R-1858-07	2555.0
TCGA-EY-A1G7-01A-11R-A13S-07	2555.0
TCGA-AN-A0FL-01A-11R-A034-07	2557.0
TCGA-BL-A13J-01A-11R-A10U-07	2557.0
TCGA-CQ-5329-01A-01R-1686-07	2559.0
TCGA-CV-7434-01A-11R-2132-07	2559.0
TCGA-D1-A17U-01A-21R-A12I-07	2559.0
TCGA-D1-A16X-01A-11R-A12I-07	2560.0
TCGA-B5-A11W-01A-12R-A118-07	2562.0
TCGA-BH-A1EN-01A-11R-A13Q-07	2562.0
TCGA-BG-A0M0-01A-11R-A104-07	2563.0
TCGA-CV-6436-01A-11R-1686-07	2563.0
TCGA-FI-A2F4-01A-11R-A17B-07	2563.0
TCGA-B5-A11O-01A-11R-A118-07	2564.0
TCGA-CZ-5987-01A-11R-1672-07	2564.0
TCGA-A5-A0G9-01A-11R-A040-07	2566.0
TCGA-75-6205-01A-11R-1755-07	2567.0
TCGA-A8-A09W-01A-11R-A00Z-07	2568.0
TCGA-A6-2674-01A-02R-0821-07	2570.0
TCGA-EY-A1GT-01A-11R-A13S-07	2570.0
TCGA-AO-A12B-01A-11R-A10J-07	2572.0
TCGA-06-5417-01A-01R-1849-01	2573.0
TCGA-AP-A1E0-01A-11R-A137-07	2573.0
TCGA-BG-A0M8-01A-12R-A104-07	2574.0
TCGA-A8-A08P-01A-11R-A00Z-07	2575.0
TCGA-D1-A17R-01A-11R-A12I-07	2577.0
TCGA-DK-A1A6-01A-11R-A13Y-07	2577.0
TCGA-AA-3678-01A-01R-0905-07	2578.0
TCGA-AA-3819-01A-01R-0905-07	2578.0
TCGA-B5-A11P-01B-11R-A14D-07	2578.0
TCGA-BS-A0TJ-01A-11R-A104-07	2579.0
TCGA-AG-A01Y-01A-41R-A083-07	2580.0
TCGA-AP-A0LV-01A-11R-A040-07	2580.0
TCGA-05-5428-01A-01R-1628-07	2582.0
TCGA-AX-A0IS-01A-12R-A10J-07	2583.0
TCGA-AA-3517-01A-01R-0821-07	2584.0
TCGA-BG-A0M6-01A-31R-A104-07	2585.0
TCGA-BH-A1EO-01A-11R-A137-07	2591.0
TCGA-BL-A13I-01A-11R-A13Y-07	2591.0
TCGA-D1-A163-01A-11R-A12I-07	2593.0
TCGA-A2-A0CS-01A-11R-A115-07	2595.0
TCGA-AX-A05U-01A-11R-A00V-07	2595.0
TCGA-EW-A1OX-01A-11R-A144-07	2595.0
TCGA-64-1676-01A-01R-0946-07	2601.0
TCGA-14-0871-01A-01R-1849-01	2602.0
TCGA-64-5775-01A-01R-1628-07	2602.0
TCGA-BG-A0VW-01A-11R-A118-07	2604.0
TCGA-CM-4748-01A-01R-1410-07	2605.0
TCGA-A8-A06X-01A-21R-A00Z-07	2607.0
TCGA-BS-A0TD-01A-11R-A104-07	2607.0
TCGA-EY-A1GR-01A-11R-A13S-07	2608.0
TCGA-A5-A0GX-01A-11R-A040-07	2609.0
TCGA-A8-A099-01A-11R-A00Z-07	2609.0
TCGA-EY-A1GC-01A-11R-A13S-07	2610.0
TCGA-A5-A0R6-01A-11R-A104-07	2612.0
TCGA-EY-A1GW-01A-22R-A13S-07	2612.0
TCGA-FI-A2D5-01A-11R-A17B-07	2613.0
TCGA-BP-5168-01A-01R-1420-07	2615.0
TCGA-D1-A161-01A-11R-A118-07	2615.0
TCGA-CQ-7065-01A-11R-2081-07	2617.0
TCGA-AG-3901-01A-01R-1119-07	2619.0
TCGA-CR-7395-01A-11R-2016-07	2619.0
TCGA-B5-A11N-01A-11R-A118-07	2620.0
TCGA-B5-A0JY-01A-11R-A104-07	2621.0
TCGA-D1-A16G-01A-31R-A12I-07	2621.0
TCGA-D1-A179-01A-11R-A12I-07	2622.0
TCGA-EY-A1GU-01A-11R-A13S-07	2622.0
TCGA-75-6206-01A-11R-1755-07	2624.0
TCGA-B5-A11S-01A-11R-A118-07	2627.0
TCGA-AA-A01X-01A-21R-A083-07	2628.0
TCGA-D1-A16E-01A-22R-A12I-07	2628.0
TCGA-BG-A0M9-01A-21R-A104-07	2631.0
TCGA-95-7043-01A-11R-1949-07	2632.0
TCGA-BT-A2LD-01A-12R-A20F-07	2632.0
TCGA-AG-A036-01A-12R-A083-07	2633.0
TCGA-AA-A02W-01A-01R-A00A-07	2634.0
TCGA-AR-A1AS-01A-11R-A12P-07	2634.0
TCGA-CV-7095-01A-21R-2016-07	2634.0
TCGA-A5-A0GQ-01A-11R-A118-07	2635.0
TCGA-D1-A16V-01A-11R-A12I-07	2636.0
TCGA-D8-A1XC-01A-11R-A14D-07	2640.0
TCGA-EY-A1GS-01A-11R-A13S-07	2640.0
TCGA-D1-A1NU-01A-11R-A14D-07	2641.0
TCGA-AA-3673-01A-01R-0905-07	2642.0
TCGA-D1-A160-01A-11R-A118-07	2643.0
TCGA-AF-2691-01A-01R-0821-07	2644.0
TCGA-EY-A1GQ-01A-21R-A13S-07	2644.0
TCGA-A5-A0GD-01A-11R-A16W-07	2645.0
TCGA-AX-A0J0-01A-11R-A109-07	2646.0
TCGA-AX-A064-01A-11R-A00V-07	2647.0
TCGA-D1-A169-01A-11R-A12I-07	2648.0
TCGA-AP-A0LH-01A-11R-A16W-07	2650.0
TCGA-78-7152-01A-11R-2039-07	2651.0
TCGA-CN-4726-01A-01R-1436-07	2652.0
TCGA-BG-A0VV-01A-21R-A118-07	2655.0
TCGA-BT-A20U-01A-11R-A14Y-07	2656.0
TCGA-AA-3831-01A-01R-0905-07	2657.0
TCGA-BS-A0UA-01A-11R-A118-07	2658.0
TCGA-AX-A0J1-01A-11R-A040-07	2659.0
TCGA-55-7726-01A-11R-2170-07	2660.0
TCGA-BH-A1ES-01A-11R-A137-07	2665.0
TCGA-B6-A0WW-01A-11R-A109-07	2669.0
TCGA-CF-A3MI-01A-11R-A20F-07	2669.0
TCGA-49-4488-01A-01R-1755-07	2670.0
TCGA-CN-4727-01A-01R-1436-07	2671.0
TCGA-AA-3529-01A-02R-0821-07	2672.0
TCGA-AA-3856-01A-01R-0905-07	2672.0
TCGA-B6-A0IA-01A-11R-A034-07	2675.0
TCGA-A6-2671-01A-01R-1410-07	2677.0
TCGA-A6-2681-01A-01R-1410-07	2677.0
TCGA-AX-A06F-01A-11R-A00V-07	2677.0
TCGA-D1-A17S-01A-11R-A12I-07	2677.0
TCGA-D8-A1JS-01A-11R-A13Q-07	2677.0
TCGA-D1-A15V-01A-11R-A118-07	2678.0
TCGA-AA-3684-01A-02R-0905-07	2680.0
TCGA-AG-4001-01A-02R-1119-07	2680.0
TCGA-BG-A0VT-01A-11R-A10J-07	2680.0
TCGA-86-7714-01A-12R-2170-07	2683.0
TCGA-AO-A0JM-01A-21R-A056-07	2683.0
TCGA-55-6972-01A-11R-1949-07	2685.0
TCGA-D1-A17D-01A-12R-A12I-07	2685.0
TCGA-AA-3814-01A-01R-0905-07	2686.0
TCGA-B5-A0KB-01B-11R-A14D-07	2687.0
TCGA-BS-A0UM-01A-11R-A104-07	2690.0
TCGA-53-7813-01A-11R-2170-07	2691.0
TCGA-CQ-5334-01A-01R-1686-07	2693.0
TCGA-AA-3494-01A-01R-1410-07	2694.0
TCGA-CV-7180-01A-11R-2016-07	2694.0
TCGA-CN-5363-01A-01R-1436-07	2696.0
TCGA-BS-A0WQ-01A-21R-A109-07	2697.0
TCGA-D1-A16O-01A-11R-A12I-07	2697.0
TCGA-AA-3811-01A-01R-1022-07	2699.0
TCGA-55-7727-01A-11R-2170-07	2700.0
TCGA-AA-3532-01A-01R-0821-07	2702.0
TCGA-AA-A00F-01A-01R-A002-07	2705.0
TCGA-D1-A16J-01A-11R-A12I-07	2706.0
TCGA-B6-A0X5-01A-21R-A109-07	2709.0
TCGA-D1-A16N-01A-11R-A12I-07	2710.0
TCGA-AX-A063-01A-11R-A00V-07	2712.0
TCGA-BG-A2AE-01A-11R-A16F-07	2713.0
TCGA-AN-A0AK-01A-21R-A00Z-07	2714.0
TCGA-BT-A0S7-01A-11R-A10U-07	2718.0
TCGA-AA-3554-01A-01R-0826-07	2719.0
TCGA-B8-4146-01B-11R-1672-07	2719.0
TCGA-AA-A00O-01A-02R-A089-07	2720.0
TCGA-AP-A0LP-01A-12R-A104-07	2721.0
TCGA-AF-2692-01A-01R-0821-07	2722.0
TCGA-55-7725-01A-11R-2170-07	2723.0
TCGA-AX-A05S-01A-11R-A00V-07	2723.0
TCGA-AA-3855-01A-01R-1022-07	2724.0
TCGA-A5-A0GA-01A-11R-A040-07	2725.0
TCGA-AA-3975-01A-01R-1022-07	2726.0
TCGA-B5-A11J-01A-11R-A118-07	2726.0
TCGA-D1-A176-01A-11R-A12I-07	2727.0
TCGA-AA-3562-01A-02R-0821-07	2728.0
TCGA-BT-A20P-01A-11R-A14Y-07	2729.0
TCGA-CN-6011-01A-11R-1686-07	2729.0
TCGA-AA-3966-01A-01R-1113-07	2731.0
TCGA-A5-A0GR-01A-11R-A118-07	2733.0
TCGA-CR-5247-01A-01R-2016-07	2737.0
TCGA-B5-A11Y-01A-21R-A10J-07	2738.0
TCGA-D8-A1XV-01A-11R-A14M-07	2740.0
TCGA-BS-A0V6-01A-11R-A118-07	2741.0
TCGA-BG-A0LW-01A-11R-A16W-07	2745.0
TCGA-AP-A052-01A-11R-A00V-07	2746.0
TCGA-CM-4752-01A-01R-1410-07	2746.0
TCGA-AK-3429-01A-02R-1325-07	2747.0
TCGA-AG-A023-01A-01R-A00A-07	2749.0
TCGA-C4-A0F6-01A-11R-A10U-07	2749.0
TCGA-D1-A17H-01A-11R-A12I-07	2749.0
TCGA-A5-A0GH-01A-21R-A16W-07	2750.0
TCGA-A6-2684-01A-01R-1410-07	2750.0
TCGA-AP-A0LJ-01A-11R-A040-07	2751.0
TCGA-AA-A022-01A-21R-A16W-07	2754.0
TCGA-E6-A1M0-01A-11R-A144-07	2760.0
TCGA-AB-2896-03B-01T-0751-13	2763.0
TCGA-BT-A20N-01A-11R-A14Y-07	2764.0
TCGA-EY-A1H0-01A-11R-A13S-07	2764.0
TCGA-A6-3808-01A-01R-1022-07	2765.0
TCGA-B6-A0X0-01A-21R-A115-07	2766.0
TCGA-CV-6955-01A-11R-2016-07	2766.0
TCGA-AA-3688-01A-01R-0905-07	2768.0
TCGA-AA-3971-01A-01R-1022-07	2770.0
